id_subsistena;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
N;NORTE;2023-07-06 21:00:00;7794.34619140;2486.77807617;345.26699829;0E-8;7677.44900000;2948.94200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-06 21:00:00;56105.56100000;10427.62700000;11924.44200000;3.77700000;76865.48000000;1595.93000000
SE;SUDESTE/CENTRO-OESTE;2023-07-06 21:00:00;30325.28515625;6520.67578125;6.00000000;0.39100000;42895.35499999;-6043.00300000
S;SUL;2023-07-06 21:00:00;13079.66308593;1110.65795898;314.71099853;1.00000000;14041.27400000;464.75800000
NE;NORDESTE;2023-07-06 22:00:00;4703.56396484;325.11898803;11315.62109375;2.40000009;12138.63300000;4208.07100000
N;NORTE;2023-07-06 22:00:00;6582.86181640;2428.14794921;381.59100341;0E-8;7798.97699999;1593.62400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-06 22:00:00;52676.94800000;10372.34400000;11980.54200000;3.82600000;73437.99000000;1595.67000000
SE;SUDESTE/CENTRO-OESTE;2023-07-06 22:00:00;28770.75781250;6498.66699218;6.00000000;0.42599999;40389.61700000;-5113.76599999
S;SUL;2023-07-06 22:00:00;12619.76367187;1120.41003417;277.32998657;1.00000000;13110.76199999;907.74200000
NE;NORDESTE;2023-07-06 23:00:00;3970.77197265;328.85598754;11935.58593750;2.38400006;11773.29500000;4464.30300000
N;NORTE;2023-07-06 23:00:00;5327.41210937;2391.34497070;377.68200683;0E-8;7785.74700000;310.69200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-06 23:00:00;46777.26900000;10349.52600000;12769.45500000;3.81000000;68367.05000000;1533.01000000
SE;SUDESTE/CENTRO-OESTE;2023-07-06 23:00:00;26255.95312500;6503.53320312;6.00000000;0.42599999;37001.94099999;-4236.02899999
S;SUL;2023-07-06 23:00:00;11223.13183593;1125.79199218;450.18701171;1.00000000;11806.06600000;994.04500000
NE;NORDESTE;2023-07-07 00:00:00;3228.46801757;335.17898559;12383.26171875;2.41700005;11346.20100000;4603.12500000
N;NORTE;2023-07-07 00:00:00;4508.63818359;2387.70410156;379.38699340;0E-8;7626.59500000;-350.86600000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 00:00:00;41376.99300000;10403.17100000;13264.13000000;3.91500000;63882.74000000;1165.47000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 00:00:00;24433.76367187;6533.96679687;6.00000000;0.49799999;34211.94899999;-3237.72000000
S;SUL;2023-07-07 00:00:00;9206.12304687;1146.32104492;495.48098754;1.00000000;10697.99800000;150.92699999
NE;NORDESTE;2023-07-07 01:00:00;3037.11499023;333.55398559;12020.12011718;2.39499998;11024.10500000;4369.07900000
N;NORTE;2023-07-07 01:00:00;4413.74023437;2386.40087890;380.14898681;0E-8;7470.95100000;-290.66100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 01:00:00;38464.39500000;10415.50200000;12850.92100000;3.85300000;60827.94000000;906.73000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 01:00:00;23005.50390625;6556.56396484;5.00000000;0.45800000;32305.19300000;-2737.66700000
S;SUL;2023-07-07 01:00:00;8008.03613281;1138.98303222;445.65200805;1.00000000;10027.69400000;-434.02300000
NE;NORDESTE;2023-07-07 02:00:00;2930.22705078;335.07199096;11588.96582031;2.40499997;10821.23500000;4035.43499999
N;NORTE;2023-07-07 02:00:00;4416.93798828;2373.83203125;380.67599487;0E-8;7309.75300000;-138.30699999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 02:00:00;37079.18000000;10364.97400000;12447.74800000;3.82900000;59103.32000000;792.41000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 02:00:00;22521.66210937;6529.12207031;5.00000000;0.42399999;31286.09899999;-2229.89099999
S;SUL;2023-07-07 02:00:00;7210.35302734;1126.94799804;473.10598754;1.00000000;9686.23500000;-874.82800000
NE;NORDESTE;2023-07-07 03:00:00;2642.70605468;329.70700073;10949.81054687;2.40300011;10672.73899999;3251.88800000
N;NORTE;2023-07-07 03:00:00;4409.65820312;2289.59301757;310.28601074;0E-8;7090.47200000;-80.93499999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 03:00:00;36939.33200000;10304.58700000;11771.01000000;3.68000000;58309.39000000;709.22000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 03:00:00;22096.31054687;6550.77783203;5.00000000;0.27700001;30928.39099999;-2276.02500000
S;SUL;2023-07-07 03:00:00;7790.65722656;1134.50903320;505.91299438;1.00000000;9617.78399999;-185.70500000
NE;NORDESTE;2023-07-07 04:00:00;2623.96191406;330.17401123;10412.67382812;2.38199996;10671.48699999;2697.70500000
N;NORTE;2023-07-07 04:00:00;4410.89794921;2490.04101562;223.11700439;0E-8;6970.07000000;153.98599999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 04:00:00;37681.38000000;10536.00100000;11238.27700000;3.69400000;58620.19000000;839.17000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 04:00:00;21963.52734375;6566.51123046;5.00000000;0.31200000;31244.10699999;-2708.75699999
S;SUL;2023-07-07 04:00:00;8682.99316406;1149.27502441;597.48602294;1.00000000;9734.52299999;696.23100000
NE;NORDESTE;2023-07-07 05:00:00;2648.35693359;330.72198486;9931.06640625;32.32699966;10705.25000000;2237.22200000
N;NORTE;2023-07-07 05:00:00;4604.96582031;2497.63891601;299.67001342;1.50699996;6925.52200000;478.26000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 05:00:00;40513.75200000;10548.79700000;10773.22000000;35.10600000;60692.07000000;1178.80000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 05:00:00;22414.23437500;6574.38378906;5.00000000;0.27200001;32638.12299999;-3644.23300000
S;SUL;2023-07-07 05:00:00;10846.19531250;1146.05200195;537.48400878;1.00000000;10423.17600000;2107.55499999
NE;NORDESTE;2023-07-07 06:00:00;2646.28588867;326.71499633;9265.27539062;684.24102783;10557.98500000;2364.53199999
N;NORTE;2023-07-07 06:00:00;5010.53808593;2500.66894531;323.54299926;66.80300140;6676.65799999;1224.89500000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 06:00:00;43739.24100000;10556.05400000;10235.07700000;935.38500000;64203.89000000;1261.87000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 06:00:00;22818.97656250;6598.68896484;5.00000000;179.26499938;35087.28599999;-5485.35600000
S;SUL;2023-07-07 06:00:00;13263.44140625;1129.98095703;641.25897216;5.07600021;11881.95600000;3157.80100000
NE;NORDESTE;2023-07-07 07:00:00;2766.79492187;321.36401367;8289.75976562;2643.71411132;11127.81699999;2893.81600000
N;NORTE;2023-07-07 07:00:00;5340.97509765;2490.89697265;275.46398925;291.16198730;6678.02700000;1720.47100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 07:00:00;45622.98700000;10488.30100000;9208.06300000;5043.92800000;68731.35000000;1631.93000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 07:00:00;23838.73046875;6551.31591796;5.00000000;1938.30102539;37611.33700000;-5277.98899999
S;SUL;2023-07-07 07:00:00;13676.48632812;1124.72399902;637.83898925;170.75100708;13314.16400000;2295.63600000
NE;NORDESTE;2023-07-07 08:00:00;2583.47998046;328.07400512;7767.30175781;4209.95996093;11615.74600000;3273.07000000
N;NORTE;2023-07-07 08:00:00;5309.81591796;2466.85400390;259.53900146;558.62200927;7010.61600000;1584.21499999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 08:00:00;45084.16200000;10449.39800000;8668.47100000;10116.81100000;72511.61000000;1807.23000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 08:00:00;23537.49804687;6537.56591796;5.00000000;4659.57324218;39450.10200000;-4710.46500000
S;SUL;2023-07-07 08:00:00;13653.36816406;1116.90405273;636.63000488;688.65600585;14435.14999999;1660.40800000
NE;NORDESTE;2023-07-07 09:00:00;2612.29809570;315.19299316;6985.48876953;4742.06494140;11839.56299999;2815.48200000
N;NORTE;2023-07-07 09:00:00;5316.06396484;2447.26489257;339.50698852;791.65899658;7251.54900000;1642.94600000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 09:00:00;44466.65100000;10425.65800000;7917.97000000;13424.28500000;74383.86000000;1850.71000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 09:00:00;22946.00585937;6540.19482421;5.00000000;6646.02197265;40438.80399999;-4301.58200000
S;SUL;2023-07-07 09:00:00;13592.28417968;1123.00500488;587.97399902;1244.53894042;14853.94000000;1693.86200000
NE;NORDESTE;2023-07-07 10:00:00;2612.52587890;309.28500366;5941.88085937;5258.23779296;11989.16399999;2132.76600000
N;NORTE;2023-07-07 10:00:00;5382.23291015;2429.02294921;345.81600952;953.69799804;7370.96800000;1739.80200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 10:00:00;44988.70400000;10352.45600000;6881.32700000;15742.01100000;75963.68000000;2000.82000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 10:00:00;23453.33984375;6497.93115234;5.00000000;7810.00878906;41289.91700000;-3523.63800000
S;SUL;2023-07-07 10:00:00;13540.60644531;1116.21704101;588.63000488;1720.06604003;15313.62599999;1651.89299999
NE;NORDESTE;2023-07-07 11:00:00;2605.02294921;318.11898803;4840.44482421;5429.04589843;12095.65900000;1096.97400000
N;NORTE;2023-07-07 11:00:00;5292.20019531;2450.29199218;346.77999877;1028.56896972;7349.52100000;1768.32000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 11:00:00;44726.03900000;10474.76400000;5844.81600000;17035.43700000;76074.11000000;2006.94000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 11:00:00;23547.49609375;6588.01611328;5.00000000;8620.67968750;41364.37300000;-2603.17999999
S;SUL;2023-07-07 11:00:00;13281.31933593;1118.33703613;652.59100341;1957.14196777;15264.56000000;1744.82900000
NE;NORDESTE;2023-07-07 12:00:00;2720.60009765;318.91900634;4267.80419921;5111.79882812;11857.89100000;561.23100000
N;NORTE;2023-07-07 12:00:00;4922.02001953;2446.39697265;338.40399169;1028.11401367;7310.85500000;1424.08000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 12:00:00;43938.67300000;10491.10100000;5212.36800000;16618.05500000;74253.22000000;2006.98000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 12:00:00;24118.53320312;6611.34521484;5.00000000;8517.14160156;40982.52199999;-1730.50200000
S;SUL;2023-07-07 12:00:00;12177.51953125;1114.43994140;601.15997314;1961.00000000;14101.95000000;1752.17000000
NE;NORDESTE;2023-07-07 13:00:00;3249.46606445;319.74499511;4309.93017578;4800.43603515;11967.32599999;712.25100000
N;NORTE;2023-07-07 13:00:00;4920.33007812;2443.23608398;312.46200561;949.75701904;7515.79500000;1109.99000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 13:00:00;46400.36000000;10461.48600000;5123.18200000;15390.72300000;75368.72000000;2007.03000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 13:00:00;24844.22070312;6572.49023437;5.00000000;7956.95410156;41534.80300000;-2156.13900000
S;SUL;2023-07-07 13:00:00;13386.34375000;1126.01501464;495.79000854;1683.57604980;14350.79800000;2340.92700000
NE;NORDESTE;2023-07-07 14:00:00;3445.47998046;321.11300659;4831.42578125;4092.10498046;12185.58900000;504.53500000
N;NORTE;2023-07-07 14:00:00;5447.03906250;2436.03198242;230.76199340;772.44000244;7727.71100000;1158.56199999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 14:00:00;49534.94200000;10433.94900000;5495.73900000;13166.84200000;76624.55000000;2006.92000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 14:00:00;26660.79492187;6555.63623046;5.00000000;6912.77099609;42092.30599999;-1958.10499999
S;SUL;2023-07-07 14:00:00;13981.62890625;1121.16796875;428.55099487;1389.52600097;14618.94600000;2301.92800000
NE;NORDESTE;2023-07-07 15:00:00;3676.59106445;323.46200561;5814.37988281;2937.85302734;11985.88899999;766.39700000
N;NORTE;2023-07-07 15:00:00;5651.52197265;2434.93310546;206.13400268;553.66302490;7739.13000000;1107.12200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 15:00:00;52141.95300000;10415.27300000;6551.13200000;9677.48400000;76778.85000000;2006.99000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 15:00:00;28849.75000000;6536.69091796;5.00000000;5172.26513671;42299.00699999;-1735.30100000
S;SUL;2023-07-07 15:00:00;13964.08984375;1120.18701171;525.61798095;1013.70300292;14754.82700000;1868.77100000
NE;NORDESTE;2023-07-07 16:00:00;4248.87207031;328.78298950;7016.04492187;1672.22802734;11756.86799999;1509.06000000
N;NORTE;2023-07-07 16:00:00;6367.66699218;2434.51293945;178.89700317;316.15701293;7567.94099999;1729.29299999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 16:00:00;55312.76300000;10433.25800000;7754.23100000;5176.82700000;76724.77000000;1952.31000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 16:00:00;30549.00195312;6550.89599609;5.00000000;2740.31811523;42677.56699999;-2832.35200000
S;SUL;2023-07-07 16:00:00;14147.22265625;1119.06604003;554.28900146;448.12399291;14722.39400000;1546.30800000
NE;NORDESTE;2023-07-07 17:00:00;4801.67822265;322.01501464;7205.80322265;167.56500244;11877.30300000;619.75799999
N;NORTE;2023-07-07 17:00:00;8617.19921875;2440.14892578;224.24699401;96.44599914;7311.27199999;4066.76900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 17:00:00;60691.77600000;10474.20200000;8002.17000000;694.13500000;78036.53000000;1825.75000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 17:00:00;32864.16015625;6540.70898437;5.00000000;383.12200927;43929.65300000;-4136.66299999
S;SUL;2023-07-07 17:00:00;14408.74023437;1171.32897949;567.11999511;47.00199890;14918.30200000;1275.88899999
NE;NORDESTE;2023-07-07 18:00:00;4950.68212890;318.79000854;7224.37011718;3.00500011;12145.27499999;351.57199999
N;NORTE;2023-07-07 18:00:00;10448.50390625;2451.11499023;219.95599365;9.64500045;7216.51200000;5912.70800000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 18:00:00;64952.04200000;10428.58900000;8128.11500000;22.99600000;82066.52000000;1465.22000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 18:00:00;35129.17578125;6541.35302734;5.00000000;9.34599971;47107.58999999;-5422.71699999
S;SUL;2023-07-07 18:00:00;14423.68164062;1117.33105468;678.78900146;1.00000000;15597.14200000;623.66000000
NE;NORDESTE;2023-07-07 19:00:00;5055.80078125;322.84698486;7969.93994140;2.49399995;11975.90199999;1375.18000000
N;NORTE;2023-07-07 19:00:00;9652.87988281;2455.40502929;162.24400329;0E-8;7334.47600000;4936.05300000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 19:00:00;62083.24400000;10358.24600000;9177.24300000;4.15500000;80172.69000000;1450.20000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 19:00:00;32966.20312500;6459.08984375;5.50000000;0.66100001;45823.30399999;-6391.85100000
S;SUL;2023-07-07 19:00:00;14408.36132812;1120.90405273;1039.55895996;1.00000000;15039.00800000;1530.81599999
NE;NORDESTE;2023-07-07 20:00:00;5083.98779296;305.57000732;8961.77246093;2.38899993;11698.53299999;2655.18600000
N;NORTE;2023-07-07 20:00:00;7487.96386718;2099.11694335;163.27099609;0E-8;7356.89100000;2393.46099999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 20:00:00;58451.79900000;9988.49000000;10307.92400000;4.05500000;77317.02000000;1435.25000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 20:00:00;31522.02343750;6455.95996093;6.00000000;0.66600000;44037.91599999;-6053.26600000
S;SUL;2023-07-07 20:00:00;14357.82324218;1127.84301757;1176.88098144;1.00000000;14223.67700000;2439.87000000
NE;NORDESTE;2023-07-07 21:00:00;4921.12890625;307.89498901;9562.14160156;2.40400004;12054.29500000;2739.27500000
N;NORTE;2023-07-07 21:00:00;6608.51708984;2106.20092773;159.33299255;0E-8;7472.04300000;1402.00799999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 21:00:00;56491.11000000;10009.69300000;10565.99200000;4.07300000;75749.35000000;1321.52000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 21:00:00;30624.97070312;6465.88378906;6.00000000;0.66900002;42551.67700000;-5454.15399999
S;SUL;2023-07-07 21:00:00;14336.49414062;1129.71301269;838.51702880;1.00000000;13671.33199999;2634.39199999
NE;NORDESTE;2023-07-07 22:00:00;4757.32910156;317.35101318;9509.74023437;2.40700006;12014.57699999;2572.25000000
N;NORTE;2023-07-07 22:00:00;6029.35791015;2113.89404296;142.76699829;0E-8;7498.15500000;787.86400000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 22:00:00;53518.76200000;10012.68600000;10349.59500000;4.05600000;72637.75000000;1247.35000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 22:00:00;28884.67578125;6449.83886718;6.00000000;0.64899998;40228.24599999;-4887.08299999
S;SUL;2023-07-07 22:00:00;13847.40039062;1131.60205078;691.08801269;1.00000000;12896.77400000;2774.31600000
NE;NORDESTE;2023-07-07 23:00:00;4231.86816406;317.05700683;9090.53027343;2.41400003;11708.23500000;1933.63400000
N;NORTE;2023-07-07 23:00:00;5532.68212890;2119.39404296;176.16700744;0E-8;7430.07800000;398.16500000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-07 23:00:00;49675.28200000;10009.30000000;10117.60900000;4.09900000;68606.32000000;1199.97000000
SE;SUDESTE/CENTRO-OESTE;2023-07-07 23:00:00;26778.22070312;6447.42382812;6.00000000;0.68500000;37630.80699999;-4398.47700000
S;SUL;2023-07-07 23:00:00;13132.51074218;1125.42504882;844.91198730;1.00000000;11837.20300000;3266.64500000
NE;NORDESTE;2023-07-08 00:00:00;3791.49804687;320.13800048;8676.59863281;2.41000008;11357.88100000;1432.76400000
N;NORTE;2023-07-08 00:00:00;4521.58691406;1796.80505371;147.05999755;0E-8;7304.26400000;-838.81200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 00:00:00;46521.63300000;9701.67600000;9636.68200000;3.08400000;64487.47000000;1375.60000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 00:00:00;25055.46875000;6460.76904296;5.50000000;0.67299997;35034.97899999;-3512.56800000
S;SUL;2023-07-08 00:00:00;13153.07910156;1123.96398925;807.52301025;0.00100000;10790.34899999;4294.21800000
NE;NORDESTE;2023-07-08 01:00:00;3346.55200195;323.46798706;8647.01367187;2.39899992;11046.71499999;1272.71800000
N;NORTE;2023-07-08 01:00:00;4552.43994140;1459.89599609;151.27999877;0E-8;7212.15800000;-1048.54199999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 01:00:00;43938.68500000;9367.95000000;9483.14600000;3.05400000;61302.80000000;1490.04000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 01:00:00;23521.93945312;6457.70019531;5.00000000;0.65499997;33059.65999999;-3074.36499999
S;SUL;2023-07-08 01:00:00;12517.75292968;1126.88598632;679.85198974;0E-8;9984.26399999;4340.22700000
NE;NORDESTE;2023-07-08 02:00:00;3360.46899414;330.50900268;8931.05468750;2.40300011;10851.36299999;1773.07299999
N;NORTE;2023-07-08 02:00:00;4248.06787109;1448.28295898;210.75000000;0E-8;7198.46100000;-1291.35999999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 02:00:00;41557.30300000;9374.21400000;9860.42800000;3.05300000;59305.06000000;1489.93000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 02:00:00;22486.85156250;6465.70605468;5.00000000;0.64999997;31762.61800000;-2804.41000000
S;SUL;2023-07-08 02:00:00;11461.91406250;1129.71594238;713.62298583;0E-8;9492.62199999;3812.63100000
NE;NORDESTE;2023-07-08 03:00:00;2943.28393554;326.20498657;9041.86425781;2.40499997;10710.18099999;1603.57700000
N;NORTE;2023-07-08 03:00:00;4115.35400390;1444.16003417;257.99499511;0E-8;7087.68800000;-1270.17900000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 03:00:00;40180.71500000;9361.87300000;10140.02400000;3.05500000;58195.54000000;1490.13000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 03:00:00;21915.92968750;6477.99023437;5.00000000;0.64999997;31080.15399999;-2680.58399999
S;SUL;2023-07-08 03:00:00;11206.14746093;1113.51794433;835.16497802;0E-8;9317.51199999;3837.31800000
NE;NORDESTE;2023-07-08 04:00:00;2615.02587890;332.86599731;9452.18066406;2.41000008;10670.81199999;1731.67099999
N;NORTE;2023-07-08 04:00:00;3877.80102539;1440.96496582;298.52700805;0E-8;6941.29300000;-1324.00000000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 04:00:00;39371.84200000;9372.77500000;10653.85600000;3.08700000;57911.67000000;1489.89000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 04:00:00;21461.15820312;6486.29980468;5.00000000;0.67699998;30959.57000000;-3006.43399999
S;SUL;2023-07-08 04:00:00;11417.85644531;1112.64404296;898.14801025;0E-8;9339.99099999;4088.65700000
NE;NORDESTE;2023-07-08 05:00:00;2598.73608398;334.20901489;9905.96386718;36.10599899;10441.66999999;2433.34499999
N;NORTE;2023-07-08 05:00:00;3709.61694335;1398.03894042;236.89399719;1.50699996;6747.13800000;-1401.08100000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 05:00:00;39263.56300000;9307.32200000;11003.54500000;38.28000000;58122.74000000;1489.98000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 05:00:00;20935.28710937;6465.51806640;5.00000000;0.66699999;31418.15199999;-4011.68000000
S;SUL;2023-07-08 05:00:00;12019.92285156;1109.55603027;855.68701171;0E-8;9515.77500000;4469.39099999
NE;NORDESTE;2023-07-08 06:00:00;2567.59692382;328.47100830;9974.48339843;802.78997802;10003.54999999;3669.79100000
N;NORTE;2023-07-08 06:00:00;3642.62402343;1351.24694824;117.64299774;65.07599639;6466.02300000;-1289.43300000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 06:00:00;38844.58100000;9251.60600000;10974.89100000;1074.72800000;58655.73000000;1490.08000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 06:00:00;21041.03320312;6459.43505859;5.00000000;203.78199768;32216.82099999;-4507.57000000
S;SUL;2023-07-08 06:00:00;11593.32617187;1112.45300292;877.76501464;3.07999992;9969.33599999;3617.28800000
NE;NORDESTE;2023-07-08 07:00:00;2541.14697265;315.04400634;9647.32519531;3065.22998046;10284.21799999;5284.52800000
N;NORTE;2023-07-08 07:00:00;3682.25195312;1333.66198730;114.16699981;273.30599975;6348.05300000;-944.66600000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 07:00:00;36489.67300000;9224.16500000;10522.56000000;5758.50700000;60504.87000000;1490.04000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 07:00:00;20905.53710937;6461.45800781;5.00000000;2298.85205078;33394.69199999;-3723.84400000
S;SUL;2023-07-08 07:00:00;9360.73632812;1114.00097656;756.06799316;121.11900329;10477.90400000;874.02000000
NE;NORDESTE;2023-07-08 08:00:00;2556.39794921;310.19500732;10112.76464843;4416.48779296;10707.33300000;6688.51300000
N;NORTE;2023-07-08 08:00:00;3425.63696289;1358.37304687;168.89199829;512.94799804;6512.20300000;-1046.35299999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 08:00:00;34506.65100000;9217.52800000;11062.39100000;10652.81500000;63784.14000000;1655.25000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 08:00:00;20427.47460937;6438.08398437;5.00000000;5207.53222656;35389.27800000;-3311.18700000
S;SUL;2023-07-08 08:00:00;8097.14111328;1110.87597656;775.73400878;515.84698486;11175.32600000;-675.72799999
NE;NORDESTE;2023-07-08 09:00:00;2595.30200195;309.11700439;10637.75585937;4960.12304687;10871.10600000;7631.19200000
N;NORTE;2023-07-08 09:00:00;3567.72900390;1362.38696289;262.80398559;729.20001220;6661.45199999;-739.33200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 09:00:00;33388.36200000;9191.00400000;11710.99000000;13527.64700000;65825.87000000;1992.13000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 09:00:00;20256.42578125;6408.89208984;5.00000000;6973.89404296;36783.22799999;-3139.01599999
S;SUL;2023-07-08 09:00:00;6968.90478515;1110.60803222;805.42999267;864.42999267;11510.08400000;-1760.71100000
NE;NORDESTE;2023-07-08 10:00:00;2682.57592773;320.62701416;10620.52832031;5270.22802734;11136.31200000;7757.64699999
N;NORTE;2023-07-08 10:00:00;3414.86694335;1369.24401855;287.27099609;885.32800292;6760.69200000;-803.98200000
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 10:00:00;32824.91400000;9223.85400000;11707.90400000;15512.73800000;67277.40000000;1992.01000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 10:00:00;20374.60742187;6428.57324218;5.00000000;8106.44677734;37617.05900000;-2702.43199999
S;SUL;2023-07-08 10:00:00;6352.86376953;1105.41003417;795.10498046;1250.73498535;11763.34099999;-2259.22700000
NE;NORDESTE;2023-07-08 11:00:00;2689.63305664;323.48699951;9690.31347656;5308.44091796;11134.96800000;6876.90600000
N;NORTE;2023-07-08 11:00:00;3540.86303710;1365.63305664;327.22900390;963.06799316;6789.79800000;-593.00499999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 11:00:00;33268.41200000;9240.07400000;10718.23800000;16601.96100000;67836.66000000;1992.03000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 11:00:00;20612.85351562;6439.33789062;5.00000000;8715.99511718;37976.62799999;-2203.44099999
S;SUL;2023-07-08 11:00:00;6425.06201171;1111.61596679;695.69598388;1614.45703125;11935.26200000;-2088.43100000
NE;NORDESTE;2023-07-08 12:00:00;2733.95507812;325.57101440;8941.57519531;5240.06982421;10920.73099999;6320.44000000
N;NORTE;2023-07-08 12:00:00;3768.91992187;1376.82495117;362.30398559;985.25000000;6802.73500000;-309.43599999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 12:00:00;33942.49300000;9277.10400000;9758.84300000;16581.83200000;67568.22000000;1992.05000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 12:00:00;20816.26171875;6445.35595703;5.00000000;8663.04003906;38164.09700000;-2234.43900000
S;SUL;2023-07-08 12:00:00;6623.35595703;1129.35205078;449.96398925;1693.47204589;11680.66000000;-1784.51600000
NE;NORDESTE;2023-07-08 13:00:00;3314.59912109;321.47601318;8828.97363281;4715.30322265;10956.49199999;6223.86000000
N;NORTE;2023-07-08 13:00:00;4020.21997070;1376.99194335;279.82199096;910.69000244;6890.86199999;-303.13799999
SIN;SISTEMA INTERLIGADO NACIONAL;2023-07-08 13:00:00;35422.16600000;9248.55500000;9523.82100000;15018.29600000;67220.82000000;1992.02000000
SE;SUDESTE/CENTRO-OESTE;2023-07-08 13:00:00;20866.42187500;6432.54101562;5.00000000;7808.07519531;37910.44499999;-2798.40800000
S;SUL;2023-07-08 13:00:00;7220.92578125;1117.54602050;410.02499389;1584.22802734;11463.02299999;-1130.29799999
NE;NORDESTE;2023-07-08 14:00:00;3299.72094726;329.89498901;8106.30908203;4034.94604492;10794.49000000;4976.38099999
N;NORTE;2023-07-08 14:00:00;4820.02685546;1368.59704589;209.49499511;766.94702148;7046.81200000;118.25399999
